OrtGel,Bina_Yasi,OrtOda,Ort_Y,Nufus,Ort_Hane,Enlem,Boylam,Port_no,Fiyat
4.1667,52,4.768595041322314,1.038567493112948,872,2.402203856749311,37.77,-122.27,646,2.258
2.7115,52,3.741794310722101,1.052516411378556,849,1.857768052516411,37.77,-122.27,647,2.208
3.3269,52,4.61003861003861,1.079150579150579,1121,2.164092664092664,37.77,-122.27,648,2.345
3.2685,52,4.844943820224719,1.029213483146067,872,1.959550561797753,37.77,-122.25,649,2.542
4.7778,52,5.269360269360269,1.060606060606061,637,2.144781144781145,37.77,-122.26,650,3.518
4.226,52,5.011764705882353,1.091176470588235,663,1.95,37.77,-122.26,651,2.75
3.3571,52,7.034883720930233,0.9767441860465116,411,2.38953488372093,37.77,-122.26,652,4.054
2.9899,52,5.077481840193705,1.075060532687651,915,2.215496368038741,37.77,-122.26,653,2.281
2.875,52,3.874213836477987,1.0041928721174,921,1.930817610062893,37.77,-122.26,654,2.34
2.3882,43,3.590225563909775,1.067669172932331,585,2.199248120300752,37.77,-122.24,655,1.625
2.975,43,4.111111111111111,1.054131054131054,2086,1.981006647673314,37.77,-122.25,656,2.434
5.1039,52,5.628037383177571,1.013084112149533,1303,2.435514018691589,37.76,-122.23,657,2.738
4.1458,52,5.960227272727272,1.051136363636364,374,2.125,37.76,-122.23,658,2.485
3.4762,52,5.305084745762712,1.093220338983051,979,2.074152542372881,37.76,-122.24,659,2.44
2.6833,52,4.139013452914798,1.056053811659193,827,1.854260089686099,37.76,-122.24,660,2.409
5.75,52,6.739130434782608,0.9723320158102767,658,2.600790513833992,37.76,-122.23,661,3.063
3.9632,50,5.753731343283582,1.078358208955224,654,2.440298507462686,37.75,-122.23,662,2.4
4.9489,45,6.102739726027397,1.061643835616438,384,2.63013698630137,37.75,-122.24,663,2.471
4.8711,27,5.082810539523212,0.944792973651192,1499,1.880803011292346,37.75,-122.24,664,2.866
3.0718,52,5.068965517241379,1.113026819923372,1128,2.160919540229885,37.76,-122.24,665,2.667
3.6719,49,4.934959349593496,1.067073170731707,1110,2.25609756097561,37.76,-122.24,666,2.298
4.6094,52,6.185542168674699,1.050602409638554,1119,2.696385542168675,37.76,-122.24,667,2.293
4.5213,21,5.693117408906883,1.011336032388664,2930,2.37246963562753,37.73,-122.24,668,2.284
4.4562,25,4.907692307692308,0.9358974358974359,897,2.3,37.74,-122.25,669,2.062
7.611,5,6.855776306107431,1.061442236938926,7427,2.73252391464312,37.72,-122.24,670,3.507
3.2689,31,4.409298780487805,1.051067073170732,2973,2.266006097560976,37.73,-122.27,671,2.31
3.567,52,4.550632911392405,1.025316455696202,1340,2.120253164556962,37.76,-122.25,672,2.529
3.6875,28,4.65566037735849,1.047169811320755,2974,2.004043126684636,37.74,-122.27,673,3.539
4.7695,23,4.933970460469157,1.103388357949609,2690,2.337098175499566,37.77,-122.27,674,2.917
3.1972,20,3.54601226993865,1.119631901840491,583,1.788343558282208,37.75,-122.28,675,1.0
7.2634,12,7.133034379671151,1.018933731938216,5781,2.880418535127055,37.77,-122.06,676,3.416
7.0568,5,7.0234375,0.912109375,1738,3.39453125,37.73,-122.06,677,4.125
4.635,36,6.693761814744802,1.077504725897921,1478,2.793950850661626,37.71,-122.06,678,2.486
5.3015,40,6.696296296296296,1.118518518518518,746,2.762962962962963,37.71,-122.07,679,2.549
4.9801,36,6.327472527472527,1.054945054945055,1235,2.714285714285714,37.71,-122.07,680,2.415
5.4834,26,6.619834710743802,0.9855371900826446,1411,2.915289256198347,37.72,-122.07,681,2.952
6.187,31,7.420345489443378,1.019193857965451,1368,2.625719769673704,37.72,-122.08,682,3.404
5.6194,32,6.746594005449591,1.002724795640327,1048,2.85558583106267,37.72,-122.08,683,2.747
5.4639,35,6.057534246575343,0.958904109589041,1004,2.750684931506849,37.71,-122.08,684,2.386
5.1498,35,7.256130790190736,1.054495912806539,1086,2.959128065395095,37.71,-122.09,685,2.664
5.8382,30,7.425714285714286,1.045714285714286,922,2.634285714285714,37.72,-122.1,686,3.302
4.65,36,5.578754578754578,1.006105006105006,1950,2.380952380952381,37.71,-122.11,687,2.068
4.3819,25,4.996638655462185,1.045378151260504,1413,2.374789915966387,37.7,-122.1,688,2.092
3.7222,30,5.484154929577465,1.100352112676056,1444,2.542253521126761,37.69,-122.1,689,1.958
5.2855,31,6.851301115241636,1.048327137546468,749,2.784386617100372,37.71,-122.09,690,2.535
4.3375,31,6.240121580547113,1.021276595744681,867,2.635258358662614,37.7,-122.09,691,2.418
5.2131,27,6.51207729468599,1.036714975845411,2723,2.630917874396135,37.71,-122.1,692,2.525
6.005,30,6.657794676806084,1.022813688212928,731,2.779467680608365,37.7,-122.09,693,2.639
5.0519,38,5.524916943521594,0.9800664451827242,781,2.59468438538206,37.71,-122.08,694,2.27
4.8237,38,5.699386503067485,1.007668711656442,1784,2.736196319018405,37.71,-122.08,695,2.209
5.2497,32,6.629268292682926,1.090243902439024,1156,2.819512195121951,37.7,-122.08,696,2.593
4.125,39,5.126353790613718,0.9819494584837545,645,2.328519855595668,37.7,-122.07,697,2.325
4.6005,37,6.009523809523809,0.9841269841269841,821,2.606349206349206,37.7,-122.06,698,2.316
3.5187,33,5.072727272727272,1.025974025974026,1912,2.483116883116883,37.7,-122.06,699,2.094
3.0,32,4.899135446685879,1.060518731988473,1487,2.142651296829971,37.7,-122.07,700,2.232
3.4934,25,4.791549295774648,1.067605633802817,1645,2.316901408450704,37.7,-122.08,701,2.099
2.9861,33,4.198858230256898,1.053282588011418,2239,2.13035204567079,37.7,-122.09,702,2.082
2.5362,29,4.173913043478261,1.119565217391304,1021,1.84963768115942,37.69,-122.07,703,2.038
3.3021,36,5.032119914346895,1.068522483940043,1105,2.366167023554604,37.69,-122.08,704,1.957
3.0964,31,4.566795366795366,1.010810810810811,2999,2.315830115830116,37.69,-122.07,705,1.905
2.8512,43,5.545774647887324,1.140845070422535,740,2.605633802816901,37.69,-122.08,706,1.81
3.3478,42,5.795081967213115,1.122950819672131,629,2.577868852459016,37.69,-122.08,707,1.849
2.3958,37,4.136585365853659,0.9853658536585366,314,1.531707317073171,37.68,-122.08,708,1.908
3.5295,15,4.567365269461078,1.025449101796407,1479,2.214071856287425,37.68,-122.08,709,2.422
4.8036,20,5.37,1.02125,1732,2.165,37.69,-122.09,710,1.883
3.851,52,5.269090909090909,1.012727272727273,1338,2.432727272727273,37.74,-122.15,711,1.835
4.0662,52,5.578125,1.046875,440,2.291666666666667,37.74,-122.14,712,2.042
4.6042,51,6.66412213740458,1.025445292620865,922,2.346055979643766,37.73,-122.14,713,2.519
2.2,49,5.1875,1.097222222222222,611,2.121527777777778,37.74,-122.15,714,1.875
4.1164,52,5.485436893203883,1.009708737864078,994,2.412621359223301,37.73,-122.16,715,1.982
3.95,52,6.060869565217391,0.9695652173913043,545,2.369565217391304,37.74,-122.15,716,2.19
4.9135,52,7.188811188811189,0.9020979020979021,317,2.216783216783217,37.73,-122.15,717,2.75
2.8355,45,5.105978260869565,1.112771739130435,1573,2.137228260869565,37.73,-122.15,718,2.454
3.25,46,4.972413793103448,1.080459770114943,925,2.126436781609196,37.73,-122.17,719,1.775
2.8301,49,4.412987012987013,1.05974025974026,768,1.994805194805195,37.73,-122.16,720,1.716
3.7159,52,5.325342465753424,0.9897260273972602,620,2.123287671232877,37.73,-122.17,721,1.833
2.5625,52,5.381642512077295,0.9951690821256038,425,2.053140096618357,37.73,-122.16,722,1.75
3.8047,45,4.911475409836066,1.026229508196721,1003,3.288524590163934,37.72,-122.18,723,1.567
3.375,45,5.377777777777778,1.088888888888889,519,3.844444444444445,37.71,-122.18,724,1.575
3.244,38,4.494949494949495,1.01010101010101,481,2.42929292929293,37.71,-122.17,725,1.798
4.0268,36,5.084778420038536,1.026974951830443,1209,2.329479768786127,37.7,-122.18,726,2.055
3.3906,35,4.88,1.055238095238095,1398,2.662857142857143,37.7,-122.18,727,1.789
5.5461,36,6.224137931034483,1.189655172413793,158,2.724137931034483,37.71,-122.19,728,2.625
3.371,42,4.530120481927711,0.9924698795180723,1817,2.73644578313253,37.72,-122.17,729,1.65
3.5313,46,4.737024221453288,0.9826989619377162,766,2.650519031141869,37.72,-122.17,730,1.597
3.663,5,5.158536585365853,1.213414634146341,814,2.481707317073171,37.72,-122.17,731,1.583
2.875,38,4.213389121338913,1.02510460251046,618,2.585774058577406,37.72,-122.16,732,1.448
4.0202,43,4.79467680608365,1.031685678073511,2139,2.711026615969582,37.72,-122.17,733,1.663
4.5553,37,5.956521739130435,0.9565217391304348,632,2.49802371541502,37.71,-122.16,734,1.91
3.4643,36,4.970149253731344,0.9850746268656716,366,2.73134328358209,37.71,-122.16,735,1.75
3.3431,10,4.595876288659793,1.239175257731959,877,1.808247422680412,37.72,-122.16,736,1.375
2.1898,28,3.865619546247819,1.024432809773124,830,1.448516579406632,37.73,-122.15,737,1.417
2.9097,31,4.263852242744063,0.9815303430079155,739,1.949868073878628,37.72,-122.15,738,2.109
3.375,47,4.473684210526316,0.943609022556391,540,2.030075187969925,37.72,-122.15,739,1.983
2.8125,29,4.333679833679834,1.088357588357588,2024,2.103950103950104,37.72,-122.15,740,1.574
5.0,52,6.059880239520958,0.9580838323353293,823,2.464071856287425,37.73,-122.14,741,2.647
3.0673,38,4.881019830028329,1.11614730878187,711,2.014164305949008,37.73,-122.14,742,2.184
3.8125,43,6.152173913043478,1.059782608695652,931,2.529891304347826,37.73,-122.14,743,2.351
6.9096,33,7.392592592592592,0.9925925925925926,686,2.540740740740741,37.73,-122.13,744,3.418
7.912,26,7.209068010075566,0.9924433249370277,1030,2.594458438287154,37.72,-122.13,745,3.673
3.8393,35,5.568877551020408,0.9770408163265306,976,2.489795918367347,37.72,-122.13,746,2.435
4.0,35,4.938095238095238,0.9857142857142858,552,2.628571428571429,37.71,-122.12,747,1.679
6.5095,25,6.631578947368421,0.8947368421052632,340,1.988304093567251,37.72,-122.13,748,3.712
3.5156,39,5.954545454545454,1.0,288,2.181818181818182,37.72,-122.14,749,2.189
2.983,45,5.633064516129032,1.020161290322581,555,2.237903225806452,37.72,-122.14,750,2.027
3.524,45,5.213963963963964,1.015765765765766,1006,2.265765765765766,37.72,-122.13,751,1.862
3.1103,44,4.661849710982659,0.9797687861271677,776,2.242774566473988,37.71,-122.13,752,1.889
3.5781,44,5.262962962962963,1.103703703703704,609,2.255555555555556,37.71,-122.13,753,1.8
3.1682,18,4.273668639053255,1.128698224852071,2441,1.805473372781065,37.71,-122.15,754,2.027
2.6101,27,3.921419518377693,1.097591888466413,1364,1.728770595690748,37.71,-122.14,755,1.817
3.6932,18,3.740421455938697,0.9645593869731801,2197,2.104406130268199,37.71,-122.14,756,1.668
3.4583,43,5.599264705882353,1.023897058823529,1333,2.450367647058823,37.7,-122.13,757,1.837
3.9032,19,5.001422475106685,1.0099573257468,1810,2.574679943100996,37.7,-122.13,758,2.18
4.0208,36,5.453551912568306,0.9726775956284153,531,2.901639344262295,37.71,-122.15,759,1.915
3.5547,36,5.609195402298851,0.9348659003831418,672,2.574712643678161,37.7,-122.15,760,1.947
4.5859,17,4.433333333333334,0.8848484848484849,695,2.106060606060606,37.7,-122.14,761,1.872
2.6321,21,4.132264529058117,1.056112224448898,2162,2.166332665330661,37.7,-122.13,762,2.231
3.395,17,3.701399688958009,1.195956454121306,1216,1.891135303265941,37.69,-122.13,763,2.713
3.9702,36,5.297071129707113,0.9539748953974896,606,2.535564853556485,37.7,-122.14,764,1.941
5.0043,36,5.907651715039578,1.031662269129288,1203,3.174142480211082,37.7,-122.16,765,1.904
4.4659,38,5.219269102990033,1.053156146179402,874,2.903654485049834,37.69,-122.14,766,1.891
3.6625,38,5.612612612612613,0.9954954954954955,637,2.869369369369369,37.69,-122.15,767,1.846
3.8864,36,5.438405797101449,1.039855072463768,703,2.547101449275362,37.69,-122.15,768,1.973
3.4583,36,6.410480349344978,1.100436681222707,733,3.200873362445415,37.7,-122.15,769,1.926
3.7813,36,4.903508771929824,0.9605263157894737,625,2.741228070175439,37.69,-122.16,770,1.922
2.9917,36,4.875555555555556,0.9244444444444444,568,2.524444444444444,37.7,-122.16,771,1.946
4.4375,36,5.527331189710611,0.9742765273311897,836,2.688102893890675,37.7,-122.16,772,1.935
4.0,24,4.848066298342541,1.00828729281768,952,2.629834254143646,37.7,-122.17,773,2.026
2.3869,16,4.792613636363637,0.9886363636363636,568,1.613636363636364,37.68,-122.16,774,0.833
4.7609,24,6.180327868852459,1.068306010928962,1125,3.073770491803279,37.69,-122.17,775,2.126
5.4858,5,5.204488778054863,1.014962593516209,840,2.094763092269327,37.68,-122.18,776,1.878
4.3971,36,5.229681978798586,0.9823321554770318,796,2.812720848056537,37.69,-122.16,777,2.057
4.0109,36,5.786516853932584,1.02247191011236,863,3.232209737827715,37.69,-122.15,778,1.929
4.3864,35,5.415637860082304,0.9197530864197531,1349,2.775720164609054,37.68,-122.15,779,2.052
4.2841,30,5.903394255874674,1.156657963446475,929,2.425587467362924,37.68,-122.15,780,2.134
5.1312,39,4.985074626865671,0.9194029850746268,957,2.856716417910448,37.69,-122.15,781,1.836
2.9958,37,3.857657657657658,0.963963963963964,1093,1.969369369369369,37.69,-122.14,782,1.784
3.6364,27,5.497528830313015,1.009884678747941,1489,2.453047775947282,37.68,-122.14,783,2.192
2.7955,31,5.070063694267516,1.140127388535032,1561,2.485668789808917,37.68,-122.14,784,1.831
2.9507,44,4.82680412371134,1.030927835051546,1256,2.589690721649485,37.69,-122.1,785,1.571
3.4375,30,4.290322580645161,0.96415770609319,695,2.491039426523297,37.69,-122.12,786,1.578
2.875,34,4.772151898734177,1.172995780590717,560,2.362869198312236,37.69,-122.13,787,1.617
3.0345,38,4.027681660899654,0.9826989619377162,632,2.186851211072665,37.71,-122.12,788,1.521
2.679,41,4.66,1.049333333333333,1849,2.465333333333333,37.7,-122.12,789,1.449
2.9922,17,4.62453531598513,1.146840148698885,1287,2.392193308550186,37.7,-122.12,790,1.799
4.1042,35,5.001865671641791,0.9477611940298507,1580,2.947761194029851,37.69,-122.12,791,1.791
2.5833,19,4.309153713298791,1.096718480138169,1571,2.713298791018998,37.7,-122.12,792,1.599
2.1552,23,3.812641083521445,1.040632054176072,828,1.869074492099323,37.7,-122.11,793,1.614
2.3274,29,3.840236686390532,0.9053254437869822,835,2.470414201183432,37.7,-122.11,794,1.704
2.4206,19,3.719613259668508,1.089779005524862,1765,2.437845303867404,37.7,-122.11,795,1.375
3.9063,41,4.633540372670807,0.9006211180124224,387,2.403726708074534,37.69,-122.1,796,1.784
2.6464,37,3.954692556634304,1.053398058252427,1562,2.527508090614887,37.69,-122.11,797,1.552
3.4643,42,4.763754045307444,1.003236245954693,768,2.485436893203883,37.69,-122.11,798,1.609
2.3973,10,4.718220338983051,1.186440677966102,1140,2.415254237288135,37.69,-122.12,799,1.673
6.5,20,6.451612903225806,0.8064516129032258,83,2.67741935483871,37.69,-122.03,800,3.4
6.0574,32,7.502923976608187,1.134502923976608,485,2.83625730994152,37.64,-121.97,801,4.31
3.8958,6,4.267015706806283,1.029668411867365,1189,2.075043630017452,37.63,-122.02,802,3.011
4.7813,21,5.248995983935743,0.9477911646586346,586,2.353413654618474,37.63,-122.04,803,2.419
3.2829,5,4.779040404040404,1.181818181818182,2240,2.828282828282828,37.63,-122.05,804,1.625
5.3169,10,5.769886363636363,1.014204545454545,867,2.463068181818182,37.66,-122.04,805,2.992
6.2579,10,6.443322981366459,1.029503105590062,3827,2.971273291925466,37.65,-122.04,806,3.155
5.1701,23,5.809891808346213,0.9884080370942813,3827,2.957496136012365,37.68,-122.05,807,2.168
3.25,36,4.211136890951276,0.988399071925754,1280,2.96983758700696,37.68,-122.07,808,2.181
3.1796,30,5.126074498567335,1.152817574021012,2667,2.547277936962751,37.68,-122.06,809,1.703
2.4196,26,8.518248175182482,2.700729927007299,253,1.846715328467153,37.68,-122.08,810,2.75
2.6563,26,4.29489291598023,1.123558484349259,1401,2.308072487644151,37.68,-122.08,811,1.841
0.9637,29,3.243421052631579,1.105263157894737,233,1.532894736842105,37.67,-122.08,812,1.6
2.3357,48,4.064935064935065,0.9902597402597403,673,2.185064935064935,37.67,-122.09,813,1.75
3.5114,41,4.401273885350318,1.124203821656051,704,2.24203821656051,37.68,-122.09,814,1.975
3.3125,43,4.166666666666667,0.9166666666666666,273,2.275,37.69,-122.09,815,1.5
2.4042,29,4.32037037037037,0.9962962962962963,1120,2.074074074074074,37.68,-122.09,816,2.056
2.8322,41,3.927194860813704,0.9914346895074947,1105,2.366167023554604,37.68,-122.09,817,1.703
2.5156,43,4.829351535836177,1.187713310580205,569,1.9419795221843,37.68,-122.09,818,1.909
3.4032,37,4.172839506172839,1.055555555555556,691,2.132716049382716,37.68,-122.1,819,1.969
2.535,37,4.723214285714286,1.122767857142857,1109,2.475446428571428,37.68,-122.1,820,1.74
2.5772,37,4.249462365591397,1.034408602150538,1197,2.574193548387097,37.68,-122.11,821,1.702
3.0962,38,4.4475,1.0325,1061,2.6525,37.68,-122.1,822,1.809
2.9564,34,4.052048726467331,0.9933554817275747,2479,2.745293466223699,37.67,-122.1,823,1.505
3.125,31,4.863753213367609,1.10025706940874,1162,2.987146529562982,37.68,-122.1,824,1.671
2.95,35,4.370535714285714,1.080357142857143,1146,2.558035714285714,37.68,-122.12,825,1.489
4.38,40,5.816479400749063,0.947565543071161,724,2.711610486891386,37.68,-122.12,826,1.964
4.0417,37,6.432,1.050666666666667,975,2.6,37.68,-122.12,827,1.911
3.8,36,5.702702702702703,1.051351351351351,952,2.572972972972973,37.67,-122.11,828,1.875
3.4839,45,5.461152882205514,1.005012531328321,1159,2.904761904761905,37.68,-122.12,829,1.806
4.0588,45,5.822274881516588,1.054502369668247,1129,2.675355450236967,37.68,-122.13,830,1.828
4.1974,44,5.354114713216958,0.9950124688279302,1175,2.930174563591022,37.68,-122.13,831,1.793
3.6,43,5.109756097560975,1.036585365853659,924,2.817073170731707,37.68,-122.13,832,1.794
4.267,35,5.531598513011152,0.9628252788104089,1424,2.646840148698885,37.68,-122.14,833,2.103
4.2386,34,6.072,1.066,1366,2.732,37.67,-122.14,834,1.923
5.5797,35,6.338461538461538,1.02051282051282,1171,3.002564102564103,37.67,-122.15,835,1.981
4.0682,36,6.119341563786008,1.024691358024691,641,2.637860082304527,37.67,-122.14,836,1.962
3.1734,38,6.060240963855422,1.045180722891566,880,2.650602409638554,37.67,-122.13,837,1.816
4.7933,37,6.0,1.021543985637343,1635,2.935368043087971,37.67,-122.14,838,1.869
4.8125,37,5.812154696132596,0.9834254143646409,1495,2.753222836095764,37.67,-122.14,839,1.883
3.8676,40,5.514195583596215,1.003154574132492,914,2.883280757097792,37.67,-122.13,840,1.84
3.9395,33,4.94092219020173,0.9812680115273775,1798,2.590778097982709,37.67,-122.12,841,1.847
3.2434,42,5.401503759398496,1.057142857142857,1625,2.443609022556391,37.67,-122.13,842,1.799
3.0917,38,4.620535714285714,1.102678571428571,599,2.674107142857143,37.67,-122.11,843,1.672
3.0645,32,4.307254623044097,1.153627311522048,2037,2.897581792318634,37.67,-122.11,844,1.654
2.7019,33,4.03150912106136,1.086235489220564,1854,3.074626865671642,37.67,-122.09,845,1.54
3.1115,39,4.328451882845188,1.04602510460251,1408,2.94560669456067,37.67,-122.09,846,1.535
3.4722,40,4.944649446494465,1.154981549815498,766,2.826568265682657,37.66,-122.09,847,1.354
2.2222,39,4.233576642335766,0.9452554744525548,725,2.645985401459854,37.66,-122.09,848,1.583
6.1104,32,5.926470588235294,0.9352941176470588,1019,2.997058823529412,37.68,-122.05,849,2.407
4.2733,22,5.224764468371467,1.098250336473755,1830,2.462987886944819,37.67,-122.06,850,1.807
3.2465,27,5.258116883116883,1.089285714285714,1469,2.38474025974026,37.67,-122.07,851,2.306
3.2417,28,4.698717948717949,1.184294871794872,1198,1.919871794871795,37.67,-122.07,852,2.108
3.875,38,5.340101522842639,1.038071065989848,1039,2.637055837563452,37.67,-122.07,853,1.653
6.0501,29,7.0,1.037190082644628,690,2.851239669421488,37.67,-122.04,854,2.542
6.8233,18,7.228915662650603,1.009638554216868,1155,2.783132530120482,37.67,-122.04,855,3.326
6.3501,23,6.299479166666667,0.90625,1066,2.776041666666667,37.66,-122.04,856,3.5
2.6719,28,3.884156729131175,1.039182282793867,1255,2.137989778534923,37.66,-122.07,857,1.612
3.875,21,4.828214971209213,1.120921305182342,2461,2.361804222648753,37.66,-122.07,858,1.793
2.5625,33,4.345505617977528,1.044943820224719,1063,2.985955056179775,37.66,-122.08,859,1.543
3.016,31,4.45945945945946,1.067567567567568,2181,2.947297297297297,37.65,-122.07,860,1.618
2.7694,17,3.862971516551193,1.107775211701309,3069,2.362586605080832,37.65,-122.08,861,1.619
3.6818,35,4.847593582887701,1.050802139037433,1093,2.922459893048128,37.65,-122.08,862,1.654
2.1382,37,4.569794050343249,0.9977116704805492,1349,3.08695652173913,37.66,-122.08,863,1.666
3.7303,37,4.37378640776699,0.9271844660194175,599,2.907766990291262,37.66,-122.1,864,1.497
3.875,35,4.604026845637584,0.9530201342281879,480,3.221476510067114,37.66,-122.1,865,1.621
3.0489,33,4.361607142857143,1.035714285714286,1293,2.886160714285714,37.66,-122.1,866,1.526
2.8203,27,4.148264984227129,1.138801261829653,1414,2.230283911671924,37.65,-122.09,867,1.952
4.3897,35,6.141304347826087,1.043478260869565,543,2.951086956521739,37.65,-122.09,868,1.906
4.7143,35,6.103092783505154,1.030927835051546,572,2.948453608247423,37.65,-122.09,869,1.938
4.6875,34,5.857142857142857,1.026785714285714,342,3.053571428571428,37.66,-122.1,870,2.006
3.2091,29,4.218905472636816,1.066334991708126,2332,3.867330016583748,37.66,-122.11,871,1.5
4.275,36,5.576923076923077,0.9615384615384616,768,3.282051282051282,37.66,-122.1,872,1.853
4.1302,36,5.869565217391305,1.05685618729097,913,3.053511705685619,37.66,-122.11,873,1.727
3.09,35,4.421461897356143,1.013996889580093,1726,2.684292379471229,37.66,-122.11,874,1.741
4.5417,25,5.065868263473054,0.9860279441117764,1185,2.365269461077844,37.65,-122.1,875,1.944
4.6635,28,6.41726618705036,1.118705035971223,735,2.643884892086331,37.64,-122.1,876,2.067
4.4427,31,5.633228840125392,1.025078369905956,796,2.495297805642633,37.65,-122.1,877,2.045
4.5303,36,5.0,0.926829268292683,252,3.073170731707317,37.65,-122.1,878,1.75
2.375,26,6.48,1.08,86,3.44,37.65,-122.12,879,1.375
3.8171,18,5.119732785200411,1.043679342240493,5613,2.884378211716341,37.63,-122.1,880,1.872
4.5281,35,5.055674518201285,0.9807280513918629,1727,3.698072805139186,37.61,-122.1,881,1.736
4.3456,19,4.710382513661203,0.912568306010929,407,2.224043715846995,37.66,-122.13,882,1.63
3.4861,18,5.905994550408719,1.100817438692098,2041,2.780653950953679,37.65,-122.11,883,3.316
5.2312,31,4.940199335548173,0.9302325581395349,854,2.837209302325582,37.64,-122.11,884,1.976
3.6708,8,4.815013404825737,1.138069705093834,1907,2.556300268096515,37.64,-122.11,885,1.979
3.8875,40,5.61038961038961,1.324675324675325,264,3.428571428571428,37.64,-122.12,886,2.281
3.9167,34,5.85140562248996,0.9718875502008032,735,2.951807228915662,37.63,-122.09,887,1.895
3.9063,32,5.404109589041096,0.9726027397260274,836,2.863013698630137,37.64,-122.09,888,1.842
3.7895,29,5.323529411764706,1.066176470588235,1377,3.375,37.63,-122.1,889,1.809
3.8,36,5.403225806451613,0.9879032258064516,789,3.181451612903226,37.64,-122.08,890,1.72
5.7309,36,4.938053097345133,0.8805309734513275,662,2.929203539823009,37.64,-122.08,891,1.779
4.1141,36,6.955719557195572,1.132841328413284,853,3.14760147601476,37.64,-122.09,892,1.731
5.2838,36,5.9,1.06,664,3.32,37.64,-122.09,893,1.726
3.3479,30,4.73225516621743,1.125786163522013,4065,3.652291105121294,37.64,-122.08,894,1.821
3.142,23,4.538277511961723,1.052631578947368,1109,2.65311004784689,37.64,-122.08,895,1.795
3.7614,31,4.145945945945946,0.9243243243243243,548,2.962162162162162,37.63,-122.08,896,1.76
4.25,33,4.63758389261745,0.8523489932885906,431,2.89261744966443,37.63,-122.08,897,1.926
3.9338,36,4.9125,0.83125,463,2.89375,37.64,-122.08,898,1.827
2.5158,22,4.006151742993849,1.036226930963773,5436,3.715652768284347,37.64,-122.07,899,1.349
2.4808,27,4.017316017316017,1.043290043290043,2028,2.926406926406926,37.63,-122.07,900,1.576
4.7083,25,5.248259860788863,0.9976798143851509,2426,2.814385150812065,37.64,-122.07,901,1.909
4.1652,37,5.205673758865248,1.078014184397163,1038,3.680851063829787,37.64,-122.06,902,1.582
3.5541,20,3.848837209302326,1.046511627906977,857,1.993023255813954,37.64,-122.06,903,3.5
3.8036,33,4.216494845360825,0.9828178694158075,848,2.914089347079038,37.65,-122.06,904,1.582
3.8259,33,5.272727272727272,1.145454545454546,729,3.313636363636363,37.64,-122.06,905,1.461
3.2331,33,5.987421383647798,1.081761006289308,369,2.320754716981132,37.63,-122.04,906,2.267
4.7109,35,5.92,1.005714285714286,1001,2.86,37.62,-122.03,907,1.987
4.2468,32,5.624288425047438,1.037950664136622,1472,2.793168880455408,37.62,-122.03,908,2.212
6.396,35,5.863636363636363,0.9829545454545454,453,2.573863636363636,37.62,-122.04,909,2.085
3.8125,35,4.902985074626866,0.8805970149253731,328,2.447761194029851,37.62,-122.04,910,2.042
3.2857,32,5.099337748344371,1.072847682119205,793,2.625827814569536,37.62,-122.04,911,1.932
3.8929,35,6.362745098039215,1.156862745098039,632,3.098039215686275,37.62,-122.03,912,2.095
3.7262,36,5.01423487544484,0.9644128113879004,1002,3.565836298932384,37.61,-122.03,913,1.649
4.0125,37,5.738589211618257,1.074688796680498,808,3.352697095435685,37.61,-122.03,914,1.614
4.1719,36,5.353488372093024,1.004651162790698,727,3.381395348837209,37.61,-122.04,915,1.87
4.2857,35,4.859459459459459,0.9675675675675676,455,2.45945945945946,37.62,-122.04,916,1.904
3.6458,37,5.182080924855492,1.052023121387283,1534,4.433526011560693,37.63,-122.08,917,1.566
2.6875,17,4.518181818181819,0.9418181818181818,1139,2.070909090909091,37.62,-122.08,918,1.573
3.7292,35,5.729970326409496,1.115727002967359,1175,3.486646884272997,37.63,-122.07,919,1.681
4.5913,24,5.141280353200883,1.026490066225165,1401,3.092715231788079,37.63,-122.07,920,1.776
3.8625,12,5.206361520558572,1.065942591155935,3388,2.628394103956555,37.63,-122.06,921,2.089
3.3611,23,5.326923076923077,0.978021978021978,841,2.31043956043956,37.63,-122.06,922,1.692
2.8971,16,4.678062678062678,0.9857549857549858,705,2.008547008547009,37.61,-122.05,923,1.639
4.0326,34,5.22258064516129,0.9451612903225807,1148,3.703225806451613,37.63,-122.08,924,1.647
4.0682,35,4.831775700934579,1.009345794392523,391,3.654205607476635,37.63,-122.08,925,1.569
5.3644,36,6.305220883534137,1.100401606425703,992,3.983935742971887,37.63,-122.09,926,1.688
4.7019,35,4.991769547325103,0.9094650205761317,790,3.251028806584362,37.63,-122.09,927,1.741
5.64,27,5.833865814696486,0.987220447284345,1016,3.246006389776358,37.62,-122.08,928,2.065
3.7931,26,5.724050632911393,1.121518987341772,1039,2.630379746835443,37.61,-122.08,929,2.039
4.6458,9,5.21479374110953,1.011379800853485,2341,3.330014224751067,37.61,-121.99,930,2.17
3.694,36,4.831360946745562,1.020710059171598,1382,4.088757396449704,37.6,-122.02,931,1.596
2.652,31,4.931350114416476,1.194508009153318,1858,4.251716247139588,37.6,-122.02,932,1.598
3.5,32,4.316666666666666,0.9333333333333333,1156,3.853333333333333,37.6,-122.02,933,1.543
3.2386,32,3.948170731707317,0.899390243902439,1097,3.344512195121951,37.6,-122.02,934,1.496
